 frequency              input_noise_VrtHz      output_noise_VrtHz    
 8.511380382023565e+05  1.679598611710758e-08  2.551844714591763e-07 
 8.709635899560602e+05  1.679582527185866e-08  2.493691815517139e-07 
 8.912509381337245e+05  1.679573664711028e-08  2.436872689953073e-07 
 9.120108393558882e+05  1.679572152433884e-08  2.381356647375038e-07 
 9.332543007969690e+05  1.679578128011572e-08  2.327113713024351e-07 
 9.549925860214133e+05  1.679591738941433e-08  2.274114609693234e-07 
 9.772372209557875e+05  1.679613142901739e-08  2.222330743004147e-07 
 9.999999999999763e+05  1.679642508114703e-08  2.171734183332600e-07 
 1.023292992280730e+06  1.679680013719368e-08  2.122297651955222e-07 
 1.047128548050875e+06  1.679725850167032e-08  2.073994504172975e-07 
 1.071519305237581e+06  1.679780219630761e-08  2.026798714970183e-07 
 1.096478196143159e+06  1.679843336434116e-08  1.980684864268083e-07 
 1.122018454301937e+06  1.679915427498525e-08  1.935628122488906e-07 
 1.148153621496855e+06  1.679996732808973e-08  1.891604236973219e-07 
 1.174897554939501e+06  1.680087505900813e-08  1.848589517902503e-07 
 1.202264434617384e+06  1.680188014364781e-08  1.806560825703454e-07 
 1.230268770812352e+06  1.680298540375743e-08  1.765495557328002e-07 
 1.258925411794137e+06  1.680419381240452e-08  1.725371633994768e-07 
 1.288249551693103e+06  1.680550849968031e-08  1.686167488857318e-07 
 1.318256738556375e+06  1.680693275863089e-08  1.647862055030313e-07 
 1.348962882591621e+06  1.680847005141778e-08  1.610434753770514e-07 
 1.380384264602852e+06  1.681012401571517e-08  1.573865483009526e-07 
 1.412537544622720e+06  1.681189847136286e-08  1.538134605715725e-07 
 1.445439770745893e+06  1.681379742721264e-08  1.503222940084248e-07 
 1.479108388168172e+06  1.681582508828772e-08  1.469111748081100e-07 
 1.513561248436171e+06  1.681798586318797e-08  1.435782724434731e-07 
 1.548816618912444e+06  1.682028437168098e-08  1.403217988020509e-07 
 1.584893192461075e+06  1.682272545264740e-08  1.371400070776970e-07 
 1.621810097358890e+06  1.682531417224591e-08  1.340311908024489e-07 
 1.659586907437520e+06  1.682805583231450e-08  1.309936829839121e-07 
 1.698243652461703e+06  1.683095597909202e-08  1.280258551074966e-07 
 1.737800828749333e+06  1.683402041217955e-08  1.251261162415835e-07 
 1.778279410038879e+06  1.683725519374523e-08  1.222929122012067e-07 
 1.819700858609939e+06  1.684066665802536e-08  1.195247246549234e-07 
 1.862087136662822e+06  1.684426142108470e-08  1.168200702569260e-07 
 1.905460717963201e+06  1.684804639077677e-08  1.141774999076941e-07 
 1.949844599757998e+06  1.685202877704607e-08  1.115955978431920e-07 
 1.995262314968831e+06  1.685621610235872e-08  1.090729809609543e-07 
 2.041737944669479e+06  1.686061621244771e-08  1.066082979958899e-07 
 2.089296130853988e+06  1.686523728727014e-08  1.042002287428123e-07 
 2.137962089502180e+06  1.687008785207830e-08  1.018474834191372e-07 
 2.187761623949499e+06  1.687517678880471e-08  9.954880186310023e-08 
 2.238721138568284e+06  1.688051334752069e-08  9.730295287195737e-08 
 2.290867652767716e+06  1.688610715806200e-08  9.510873352787554e-08 
 2.344228815319864e+06  1.689196824176679e-08  9.296496853604225e-08 
 2.398832919019431e+06  1.689810702336113e-08  9.087050951485534e-08 
 2.454708915684969e+06  1.690453434278363e-08  8.882423442794430e-08 
 2.511886431509518e+06  1.691126146710601e-08  8.682504693214370e-08 
 2.570395782768800e+06  1.691830010235578e-08  8.487187581213171e-08 
 2.630267991895317e+06  1.692566240543723e-08  8.296367426698706e-08 
 2.691534803926849e+06  1.693336099563653e-08  8.109941947072611e-08 
 2.754228703338098e+06  1.694140896623333e-08  7.927811188058598e-08 
 2.818382931264383e+06  1.694981989559710e-08  7.749877478486191e-08 
 2.884031503126534e+06  1.695860785819442e-08  7.576045366406058e-08 
 2.951209226666312e+06  1.696778743500018e-08  7.406221572343977e-08 
 3.019951720401940e+06  1.697737372354394e-08  7.240314933061464e-08 
 3.090295432513513e+06  1.698738234727589e-08  7.078236354301690e-08 
 3.162277660168299e+06  1.699782946439463e-08  6.919898754459295e-08 
 3.235936569296201e+06  1.700873177567363e-08  6.765217022504405e-08 
 3.311311214825827e+06  1.702010653157666e-08  6.614107964241573e-08 
 3.388441561391939e+06  1.703197153818991e-08  6.466490258494407e-08 
 3.467368504525228e+06  1.704434516202443e-08  6.322284410113667e-08 
 3.548133892335664e+06  1.705724633351509e-08  6.181412703735579e-08 
 3.630780547700921e+06  1.707069454896492e-08  6.043799161224957e-08 
 3.715352290971631e+06  1.708470987090690e-08  5.909369496532111e-08 
 3.801893963205515e+06  1.709931292653603e-08  5.778051075532390e-08 
 3.890451449942707e+06  1.711452490422492e-08  5.649772872113997e-08 
 3.981071705534871e+06  1.713036754776392e-08  5.524465427479760e-08 
 4.073802778041023e+06  1.714686314812416e-08  5.402060811292752e-08 
 4.168693834703247e+06  1.716403453259041e-08  5.282492582469262e-08 
 4.265795188015817e+06  1.718190505110844e-08  5.165695748479417e-08 
 4.365158322401547e+06  1.720049855931197e-08  5.051606730478493e-08 
 4.466835921509515e+06  1.721983939827149e-08  4.940163326343720e-08 
 4.570881896148631e+06  1.723995237078596e-08  4.831304671029603e-08 
 4.677351412871860e+06  1.726086271346486e-08  4.724971205046637e-08 
 4.786300923226259e+06  1.728259606487584e-08  4.621104638901579e-08 
 4.897788193684334e+06  1.730517842923744e-08  4.519647918943465e-08 
 5.011872336272592e+06  1.732863613551697e-08  4.420545192920631e-08 
 5.128613839913514e+06  1.735299579139941e-08  4.323741779688677e-08 
 5.248074602497589e+06  1.737828423220350e-08  4.229184136985147e-08 
 5.370317963702387e+06  1.740452846431714e-08  4.136819830537174e-08 
 5.495408738576102e+06  1.743175560299478e-08  4.046597503746663e-08 
 5.623413251903344e+06  1.745999280410353e-08  3.958466849760991e-08 
 5.754399373371419e+06  1.748926719007967e-08  3.872378580525362e-08 
 5.888436553555735e+06  1.751960576902471e-08  3.788284404307303e-08 
 6.025595860743419e+06  1.755103534830973e-08  3.706136991832404e-08 
 6.165950018614660e+06  1.758358244046632e-08  3.625889958301713e-08 
 6.309573444801766e+06  1.761727316368687e-08  3.547497831912082e-08 
 6.456542290346385e+06  1.765213313471355e-08  3.470916034145461e-08 
 6.606934480075786e+06  1.768818735562546e-08  3.396100856098530e-08 
 6.760829753919640e+06  1.772546009403714e-08  3.323009435947144e-08 
 6.918309709189182e+06  1.776397475716377e-08  3.251599736522275e-08 
 7.079457843841192e+06  1.780375375902970e-08  3.181830529428414e-08 
 7.244359600749710e+06  1.784481838269637e-08  3.113661373463939e-08 
 7.413102413008980e+06  1.788718863654161e-08  3.047052598130030e-08 
 7.585775750291637e+06  1.793088310614675e-08  2.981965284353276e-08 
 7.762471166286712e+06  1.797591880059661e-08  2.918361254657783e-08 
 7.943282347242604e+06  1.802231099648780e-08  2.856203054391556e-08 
 8.128305161640776e+06  1.807007307849264e-08  2.795453938283404e-08 
 8.317637711026489e+06  1.811921637661048e-08  2.736077864773662e-08 
 8.511380382023538e+06  1.816975000452007e-08  2.678039478767860e-08 
 8.709635899560574e+06  1.822168069621129e-08  2.621304105403871e-08 
 8.912509381337218e+06  1.827501264434560e-08  2.565837741559616e-08 
 9.120108393558854e+06  1.832974734098950e-08  2.511607048811696e-08 
 9.332543007969661e+06  1.838588342193249e-08  2.458579348302007e-08 
 9.549925860214103e+06  1.844341651690224e-08  2.406722613962288e-08 
 9.772372209557844e+06  1.850233910478484e-08  2.356005473586150e-08 
 9.999999999999732e+06  1.856264038005838e-08  2.306397199616073e-08 
